NO.	compound_name	IUPAC_name	SMILES	CID	logBB	BBB+/BBB-	Inchi	threshold	reference	group	comments
5136	protokylol hydrochloride	4-[2-[1-(1,3-benzodioxol-5-yl)propan-2-ylamino]-1-hydroxyethyl]benzene-1,2-diol	CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1	4969		BBB-	InChI=1S/C18H21NO5/c1-11(6-12-2-5-17-18(7-12)24-10-23-17)19-9-16(22)13-3-4-14(20)15(21)8-13/h2-5,7-8,11,16,19-22H,6,9-10H2,1H3		R14|	C	
5137	benfluorex	2-[1-[3-(trifluoromethyl)phenyl]propan-2-ylamino]ethyl benzoate	CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1	2318		BBB-	InChI=1S/C19H20F3NO2/c1-14(12-15-6-5-9-17(13-15)19(20,21)22)23-10-11-25-18(24)16-7-3-2-4-8-16/h2-9,13-14,23H,10-12H2,1H3		R14|	C	
5138	apropovir	1-(6-aminopurin-9-yl)propan-2-yloxymethylphosphonic acid	CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O	64987		BBB-	InChI=1S/C9H14N5O4P/c1-6(18-5-19(15,16)17)2-14-4-13-7-8(10)11-3-12-9(7)14/h3-4,6H,2,5H2,1H3,(H2,10,11,12)(H2,15,16,17)		R14|R23|	C	
5139	pinacidil	1-cyano-2-(3,3-dimethylbutan-2-yl)-3-pyridin-4-ylguanidine	CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C	4826		BBB-	InChI=1S/C13H19N5/c1-10(13(2,3)4)17-12(16-9-14)18-11-5-7-15-8-6-11/h5-8,10H,1-4H3,(H2,15,16,17,18)		R14|R23|	C	
5140	ritodrine hydrochloride	4-[2-[[1-hydroxy-1-(4-hydroxyphenyl)propan-2-yl]amino]ethyl]phenol	CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1	31729		BBB-	InChI=1S/C17H21NO3/c1-12(17(21)14-4-8-16(20)9-5-14)18-11-10-13-2-6-15(19)7-3-13/h2-9,12,17-21H,10-11H2,1H3		R14|	C	
5141	bicalutamide	n-[4-cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorophenyl)sulfonyl-2-hydroxy-2-methylpropanamide	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	2375		BBB-	InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)		R14|R23|	C	
5142	etidronic acid	(1-hydroxy-1-phosphonoethyl)phosphonic acid	CC(O)(P(=O)(O)O)P(=O)(O)O	3305		BBB-	InChI=1S/C2H8O7P2/c1-2(3,10(4,5)6)11(7,8)9/h3H,1H3,(H2,4,5,6)(H2,7,8,9)		R14|R15|R23|R27|	C	
5143	tetrahydrobiopterin	2-amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydro-3h-pteridin-4-one	CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1	135402045		BBB-	InChI=1S/C9H15N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,12,15-16H,2H2,1H3,(H4,10,11,13,14,17)		R14|R23|	C	
5144	lofexidine	2-[1-(2,6-dichlorophenoxy)ethyl]-4,5-dihydro-1h-imidazole	CC(Oc1c(Cl)cccc1Cl)C1=NCCN1	30668		BBB+	InChI=1S/C11H12Cl2N2O/c1-7(11-14-5-6-15-11)16-10-8(12)3-2-4-9(10)13/h2-4,7H,5-6H2,1H3,(H,14,15)		R14|R23|R37|	C	
5145	tiopronin	2-(2-sulfanylpropanoylamino)acetic acid	CC(S)C(=O)NCC(=O)O	5483		BBB-	InChI=1S/C5H9NO3S/c1-3(10)5(9)6-2-4(7)8/h3,10H,2H2,1H3,(H,6,9)(H,7,8)		R14|	C	
5146	bemetizide	6-chloro-1,1-dioxo-3-(1-phenylethyl)-3,4-dihydro-2h-1lambda6,2,4-benzothiadiazine-7-sulfonamide	CC(c1ccccc1)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1	72070		BBB-	InChI=1S/C15H16ClN3O4S2/c1-9(10-5-3-2-4-6-10)15-18-12-7-11(16)13(24(17,20)21)8-14(12)25(22,23)19-15/h2-9,15,18-19H,1H3,(H2,17,20,21)		R14|	C	
5147	voriconazole	2-(2,4-difluorophenyl)-3-(5-fluoropyrimidin-4-yl)-1-(1,2,4-triazol-1-yl)butan-2-ol	CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F	5231054		BBB-	InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3		R14|	C	
5148	carbenoxolone	(2s,4as,6ar,6as,6br,8ar,10s,12as,14br)-10-(3-carboxypropanoyloxy)-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-3,4,5,6,6a,7,8,8a,10,11,12,14b-dodecahydro-1h-picene-2-carboxylic acid	CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C	636403		BBB-	InChI=1S/C34H50O7/c1-29(2)23-10-13-34(7)27(32(23,5)12-11-24(29)41-26(38)9-8-25(36)37)22(35)18-20-21-19-31(4,28(39)40)15-14-30(21,3)16-17-33(20,34)6/h18,21,23-24,27H,8-17,19H2,1-7H3,(H,36,37)(H,39,40)/t21-,23-,24-,27+,30+,31-,32-,33+,34+/m0/s1		R14|	C	
5149	9-fluoro-11,17-dihydroxy-10,13,17-trimethyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one	9-fluoro-11,17-dihydroxy-10,13,17-trimethyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one	CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C	3387		BBB-	InChI=1S/C20H29FO3/c1-17-8-6-13(22)10-12(17)4-5-15-14-7-9-19(3,24)18(14,2)11-16(23)20(15,17)21/h10,14-16,23-24H,4-9,11H2,1-3H3		R14|	C	
5150	dutasteride	n-[2,5-bis(trifluoromethyl)phenyl]-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide	CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12	21874792		BBB-	InChI=1S/C27H30F6N2O2/c1-24-11-9-17-15(4-8-21-25(17,2)12-10-22(36)35-21)16(24)6-7-19(24)23(37)34-20-13-14(26(28,29)30)3-5-18(20)27(31,32)33/h3,5,10,12-13,15-17,19,21H,4,6-9,11H2,1-2H3,(H,34,37)(H,35,36)		R14|	C	
5151	5a,7a-dimethyl-1,1a,5,5a,5b,6,7,7a,8a,9,9a,9b,9c,9d-tetradecahydro-3'h-spiro[cyclopropa[4,5]cyclopenta[1,2-a]cyclopropa[l]phenanthrene-8,2'-furan]-3,5'(4h,4'h)-dione	10,14-dimethylspiro[hexacyclo[9.8.0.02,4.05,10.014,19.016,18]nonadec-5-ene-15,5'-oxolane]-2',7-dione	CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1	12803450		BBB-	InChI=1S/C24H30O3/c1-22-6-3-12(25)9-17(22)13-10-14(13)20-16(22)4-7-23(2)21(20)15-11-18(15)24(23)8-5-19(26)27-24/h9,13-16,18,20-21H,3-8,10-11H2,1-2H3		R14|R23|	C	
5152	methyltestosterone	17-hydroxy-10,13,17-trimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1h-cyclopenta[a]phenanthren-3-one	CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O	4160		BBB-	InChI=1S/C20H30O2/c1-18-9-6-14(21)12-13(18)4-5-15-16(18)7-10-19(2)17(15)8-11-20(19,3)22/h12,15-17,22H,4-11H2,1-3H3		R14|	C	
5153	modrastane	5,15-dihydroxy-2,16-dimethyl-7-oxapentacyclo[9.7.0.02,8.06,8.012,16]octadec-4-ene-4-carbonitrile	CC12CCC3C(CCC45OC4C(O)=C(C#N)CC35C)C1CCC2O	535161		BBB-	InChI=1S/C20H27NO3/c1-18-7-6-14-12(13(18)3-4-15(18)22)5-8-20-17(24-20)16(23)11(10-21)9-19(14,20)2/h12-15,17,22-23H,3-9H2,1-2H3		R14|	C	
5154	formestane	4-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1h-cyclopenta[a]phenanthrene-3,17-dione	CC12CCC3C(CCC4=C(O)C(=O)CCC43C)C1CCC2=O	3408		BBB-	InChI=1S/C19H26O3/c1-18-10-8-15(20)17(22)14(18)4-3-11-12-5-6-16(21)19(12,2)9-7-13(11)18/h11-13,22H,3-10H2,1-2H3		R14|R23|	C	
5155	testolactone	10a,12a-dimethyl-4,4a,4b,5,6,10b,11,12-octahydro-3h-naphtho[2,1-f]chromene-2,8-dione	CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2	5407		BBB-	InChI=1S/C19H24O3/c1-18-9-7-13(20)11-12(18)3-4-14-15(18)8-10-19(2)16(14)5-6-17(21)22-19/h7,9,11,14-16H,3-6,8,10H2,1-2H3		R14|R23|	C	
5156	estramustine	(17-hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-yl) n,n-bis(2-chloroethyl)carbamate	CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O	18140		BBB-	InChI=1S/C23H31Cl2NO3/c1-23-9-8-18-17-5-3-16(29-22(28)26(12-10-24)13-11-25)14-15(17)2-4-19(18)20(23)6-7-21(23)27/h3,5,14,18-21,27H,2,4,6-13H2,1H3		R14|R23|	C	
5157	estropipate	(13-methyl-17-oxo-7,8,9,11,12,14,15,16-octahydro-6h-cyclopenta[a]phenanthren-3-yl) hydrogen sulfate	CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O	699		BBB-	InChI=1S/C18H22O5S/c1-18-9-8-14-13-5-3-12(23-24(20,21)22)10-11(13)2-4-15(14)16(18)6-7-17(18)19/h3,5,10,14-16H,2,4,6-9H2,1H3,(H,20,21,22)		R14|R23|	C	
5158	oxandrolone	1-hydroxy-1,9a,11a-trimethyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroindeno[4,5-h]isochromen-7-one	CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O	249098		BBB-	InChI=1S/C19H30O3/c1-17-11-22-16(20)10-12(17)4-5-13-14(17)6-8-18(2)15(13)7-9-19(18,3)21/h12-15,21H,4-11H2,1-3H3		R14|	C	
5159	stanozolol	2,17,18-trimethyl-6,7-diazapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5-dien-17-ol	CC12Cc3cn[nH]c3CC1CCC1C2CCC2(C)C1CCC2(C)O	5277		BBB-	InChI=1S/C21H32N2O/c1-19-11-13-12-22-23-18(13)10-14(19)4-5-15-16(19)6-8-20(2)17(15)7-9-21(20,3)24/h12,14-17,24H,4-11H2,1-3H3,(H,22,23)		R14|R23|	C	
5160	keforal	7-[(2-amino-2-phenylacetyl)amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1	2666		BBB-	InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)		R14|R23|	C	
5161	38194-50-2	2-[6-fluoro-2-methyl-3-[(4-methylsulfinylphenyl)methylidene]inden-1-yl]acetic acid	CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1	5352		BBB-	InChI=1S/C20H17FO3S/c1-12-17(9-13-3-6-15(7-4-13)25(2)24)16-8-5-14(21)10-19(16)18(12)11-20(22)23/h3-10H,11H2,1-2H3,(H,22,23)		R14|	C	
5162	nystatin	20-(4-amino-3,5-dihydroxy-6-methyloxan-2-yl)oxy-4,6,8,11,12,16,18,36-octahydroxy-35,37,38-trimethyl-2,14-dioxo-1-oxacyclooctatriaconta-21,23,25,27,31,33-hexaene-17-carboxylic acid	CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O	3468412		BBB-	InChI=1S/C47H75NO17/c1-27-17-15-13-11-9-7-5-6-8-10-12-14-16-18-35(65-47-45(60)42(48)44(59)30(4)64-47)26-39(56)41(46(61)62)38(55)24-34(52)23-37(54)36(53)20-19-31(49)21-32(50)22-33(51)25-40(57)63-29(3)28(2)43(27)58/h5-6,8,10-18,27-33,35-39,41-45,47,49-51,53-56,58-60H,7,9,19-26,48H2,1-4H3,(H,61,62)		R14|	C	
5163	cyclandelate	(3,3,5-trimethylcyclohexyl) 2-hydroxy-2-phenylacetate	CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1	2893		BBB-	InChI=1S/C17H24O3/c1-12-9-14(11-17(2,3)10-12)20-16(19)15(18)13-7-5-4-6-8-13/h4-8,12,14-15,18H,9-11H2,1-3H3		R14|R23|	C	
5164	calusteron	17-hydroxy-7,10,13,17-tetramethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1h-cyclopenta[a]phenanthren-3-one	CC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC3(C)O)C12	519213		BBB-	InChI=1S/C21H32O2/c1-13-11-14-12-15(22)5-8-19(14,2)16-6-9-20(3)17(18(13)16)7-10-21(20,4)23/h12-13,16-18,23H,5-11H2,1-4H3		R14|	C	
5165	dexamethasone	9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	3003		BBB+	InChI=1S/C22H29FO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3		R14|R23|	C	
5166	dihydrotachysterol	3-[2-[1-(5,6-dimethylhept-3-en-2-yl)-7a-methyl-2,3,3a,5,6,7-hexahydro-1h-inden-4-ylidene]ethylidene]-4-methylcyclohexan-1-ol	CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C	3070		BBB-	InChI=1S/C28H46O/c1-19(2)20(3)9-10-22(5)26-15-16-27-23(8-7-17-28(26,27)6)12-13-24-18-25(29)14-11-21(24)4/h9-10,12-13,19-22,25-27,29H,7-8,11,14-18H2,1-6H3		R14|	C	
5167	(+/-)-pirmenol	4-(2,6-dimethylpiperidin-1-yl)-1-phenyl-1-pyridin-2-ylbutan-1-ol	CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1	4853		BBB-	InChI=1S/C22H30N2O/c1-18-10-8-11-19(2)24(18)17-9-15-22(25,20-12-4-3-5-13-20)21-14-6-7-16-23-21/h3-7,12-14,16,18-19,25H,8-11,15,17H2,1-2H3		R14|	C	
5168	flumequine	7-fluoro-12-methyl-4-oxo-1-azatricyclo[7.3.1.05,13]trideca-2,5,7,9(13)-tetraene-3-carboxylic acid	CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23	3374		BBB-	InChI=1S/C14H12FNO3/c1-7-2-3-8-4-9(15)5-10-12(8)16(7)6-11(13(10)17)14(18)19/h4-7H,2-3H2,1H3,(H,18,19)		R14|	C	
5169	n-(3-methyl-1,1-dioxo-1,4-thiazinan-4-yl)-1-(5-nitro-2-furanyl)methanimine	n-(3-methyl-1,1-dioxo-1,4-thiazinan-4-yl)-1-(5-nitrofuran-2-yl)methanimine	CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1	31772		BBB-	InChI=1S/C10H13N3O5S/c1-8-7-19(16,17)5-4-12(8)11-6-9-2-3-10(18-9)13(14)15/h2-3,6,8H,4-5,7H2,1H3		R14|	C	
5170	indapamide	4-chloro-n-(2-methyl-2,3-dihydroindol-1-yl)-3-sulfamoylbenzamide	CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	3702		BBB-	InChI=1S/C16H16ClN3O3S/c1-10-8-11-4-2-3-5-14(11)20(10)19-16(21)12-6-7-13(17)15(9-12)24(18,22)23/h2-7,9-10H,8H2,1H3,(H,19,21)(H2,18,22,23)		R14|R15|R23|	C	
5171	dipipanone	4,4-diphenyl-6-piperidin-1-ylheptan-3-one	CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1	13331		BBB+	InChI=1S/C24H31NO/c1-3-23(26)24(21-13-7-4-8-14-21,22-15-9-5-10-16-22)19-20(2)25-17-11-6-12-18-25/h4-5,7-10,13-16,20H,3,6,11-12,17-19H2,1-2H3		R14|R23|	C	
5172	fosinopril	4-cyclohexyl-1-[2-[(2-methyl-1-propanoyloxypropoxy)-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylic acid	CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C	3420		BBB-	InChI=1S/C30H46NO7P/c1-4-28(33)37-30(22(2)3)38-39(36,18-12-11-15-23-13-7-5-8-14-23)21-27(32)31-20-25(19-26(31)29(34)35)24-16-9-6-10-17-24/h5,7-8,13-14,22,24-26,30H,4,6,9-12,15-21H2,1-3H3,(H,34,35)		R14|R23|	C	
5173	monacolin k	[8-[2-(4-hydroxy-6-oxooxan-2-yl)ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2-methylbutanoate	CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	3962		BBB-	InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3		R14|	C	
5174	colistin sulfate	n-[4-amino-1-[[1-[[4-amino-1-oxo-1-[[6,9,18-tris(2-aminoethyl)-3-(1-hydroxyethyl)-12,15-bis(2-methylpropyl)-2,5,8,11,14,17,20-heptaoxo-1,4,7,10,13,16,19-heptazacyclotricos-21-yl]amino]butan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-1-oxobutan-2-yl]-5-methylheptanamide	CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O	45357147		BBB-	InChI=1S/C52H98N16O13/c1-9-29(6)11-10-12-40(71)59-32(13-19-53)47(76)68-42(31(8)70)52(81)64-35(16-22-56)44(73)63-37-18-24-58-51(80)41(30(7)69)67-48(77)36(17-23-57)61-43(72)33(14-20-54)62-49(78)38(25-27(2)3)66-50(79)39(26-28(4)5)65-45(74)34(15-21-55)60-46(37)75/h27-39,41-42,69-70H,9-26,53-57H2,1-8H3,(H,58,80)(H,59,71)(H,60,75)(H,61,72)(H,62,78)(H,63,73)(H,64,81)(H,65,74)(H,66,79)(H,67,77)(H,68,76)		R14|	C	
5175	mls000756415	n-(1-hydroxybutan-2-yl)-7-methyl-6,6a,8,9-tetrahydro-4h-indolo[4,3-fg]quinoline-9-carboxamide	CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1	4140		BBB-	InChI=1S/C20H25N3O2/c1-3-14(11-24)22-20(25)13-7-16-15-5-4-6-17-19(15)12(9-21-17)8-18(16)23(2)10-13/h4-7,9,13-14,18,21,24H,3,8,10-11H2,1-2H3,(H,22,25)		R14|	C	
5176	methysergide	n-(1-hydroxybutan-2-yl)-4,7-dimethyl-6,6a,8,9-tetrahydroindolo[4,3-fg]quinoline-9-carboxamide	CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1	4163		BBB+	InChI=1S/C21H27N3O2/c1-4-15(12-25)22-21(26)14-8-17-16-6-5-7-18-20(16)13(10-23(18)2)9-19(17)24(3)11-14/h5-8,10,14-15,19,25H,4,9,11-12H2,1-3H3,(H,22,26)		R14|R23|	C	
5177	iopanoic acid	2-[(3-amino-2,4,6-triiodophenyl)methyl]butanoic acid	CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O	3735		BBB-	InChI=1S/C11H12I3NO2/c1-2-5(11(16)17)3-6-7(12)4-8(13)10(15)9(6)14/h4-5H,2-3,15H2,1H3,(H,16,17)		R14|R23|	C	
5178	phenprocoumon	4-hydroxy-3-(1-phenylpropyl)chromen-2-one	CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O	54680692		BBB-	InChI=1S/C18H16O3/c1-2-13(12-8-4-3-5-9-12)16-17(19)14-10-6-7-11-15(14)21-18(16)20/h3-11,13,19H,2H2,1H3		R14|	C	
5179	candesartan	19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione	CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1	2538		BBB-	InChI=1S/C20H16N2O4/c1-2-20(25)14-8-16-17-12(7-11-5-3-4-6-15(11)21-17)9-22(16)18(23)13(14)10-26-19(20)24/h3-8,25H,2,9-10H2,1H3		R14|	C	
5180	ethylnandrol	17-ethyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1h-cyclopenta[a]phenanthren-17-ol	CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C	3302		BBB-	InChI=1S/C20H32O/c1-3-20(21)13-11-18-17-9-8-14-6-4-5-7-15(14)16(17)10-12-19(18,20)2/h6,15-18,21H,3-5,7-13H2,1-2H3		R14|R23|	C	
5181	meptazinol	3-(3-ethyl-1-methylazepan-3-yl)phenol	CCC1(c2cccc(O)c2)CCCCN(C)C1	41049		BBB+	InChI=1S/C15H23NO/c1-3-15(9-4-5-10-16(2)12-15)13-7-6-8-14(17)11-13/h6-8,11,17H,3-5,9-10,12H2,1-2H3		R14|R23|	C	
5182	isovincamine	methyl 15-ethyl-17-hydroxy-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraene-17-carboxylate	CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32	5668		BBB-	InChI=1S/C21H26N2O3/c1-3-20-10-6-11-22-12-9-15-14-7-4-5-8-16(14)23(17(15)18(20)22)21(25,13-20)19(24)26-2/h4-5,7-8,18,25H,3,6,9-13H2,1-2H3		R14|	C	
5183	quinethazone	7-chloro-2-ethyl-4-oxo-2,3-dihydro-1h-quinazoline-6-sulfonamide	CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1	6307		BBB-	InChI=1S/C10H12ClN3O3S/c1-2-9-13-7-4-6(11)8(18(12,16)17)3-5(7)10(15)14-9/h3-4,9,13H,2H2,1H3,(H,14,15)(H2,12,16,17)		R14|R23|	C	
5184	rosaramicin	2-[9-[4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-3-ethyl-7-hydroxy-2,8,12,16-tetramethyl-5,13-dioxo-4,17-dioxabicyclo[14.1.0]heptadec-14-en-10-yl]acetaldehyde	CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC2(C)OC2C1C	5096		BBB-	InChI=1S/C31H51NO9/c1-9-25-20(5)29-31(6,41-29)12-10-23(34)17(2)14-21(11-13-33)28(19(4)24(35)16-26(36)39-25)40-30-27(37)22(32(7)8)15-18(3)38-30/h10,12-13,17-22,24-25,27-30,35,37H,9,11,14-16H2,1-8H3		R14|	C	
5185	bunazosin	1-[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)-1,4-diazepan-1-yl]butan-1-one	CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1	2472		BBB-	InChI=1S/C19H27N5O3/c1-4-6-17(25)23-7-5-8-24(10-9-23)19-21-14-12-16(27-3)15(26-2)11-13(14)18(20)22-19/h11-12H,4-10H2,1-3H3,(H2,20,21,22)		R14|	C	
5186	tyropanoate sodium	2-[[3-(butanoylamino)-2,4,6-triiodophenyl]methyl]butanoic acid	CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I	5611		BBB-	InChI=1S/C15H18I3NO3/c1-3-5-12(20)19-14-11(17)7-10(16)9(13(14)18)6-8(4-2)15(21)22/h7-8H,3-6H2,1-2H3,(H,19,20)(H,21,22)		R14|	C	
5187	anisotropine	(8,8-dimethyl-8-azoniabicyclo[3.2.1]octan-3-yl) 2-propylpentanoate	CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C	4157		BBB-	InChI=1S/C17H32NO2/c1-5-7-13(8-6-2)17(19)20-16-11-14-9-10-15(12-16)18(14,3)4/h13-16H,5-12H2,1-4H3/q+1		R14|	C	
5188	perindoprilat	1-[2-(1-carboxybutylamino)propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid	CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O	4687013		BBB-	InChI=1S/C17H28N2O5/c1-3-6-12(16(21)22)18-10(2)15(20)19-13-8-5-4-7-11(13)9-14(19)17(23)24/h10-14,18H,3-9H2,1-2H3,(H,21,22)(H,23,24)		R14|	C	
5189	82978-68-5	1-[2-[(1-ethoxy-1-oxopentan-2-yl)amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid	CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC	4169159		BBB-	InChI=1S/C19H32N2O5/c1-4-8-14(19(25)26-5-2)20-12(3)17(22)21-15-10-7-6-9-13(15)11-16(21)18(23)24/h12-16,20H,4-11H2,1-3H3,(H,23,24)		R14|R23|	C	
5190	174484-81-2	n-[3-[1-[4-hydroxy-6-oxo-2-(2-phenylethyl)-2-propyl-3h-pyran-5-yl]propyl]phenyl]-5-(trifluoromethyl)pyridine-2-sulfonamide	CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1	54684452		BBB-	InChI=1S/C31H33F3N2O5S/c1-3-16-30(17-15-21-9-6-5-7-10-21)19-26(37)28(29(38)41-30)25(4-2)22-11-8-12-24(18-22)36-42(39,40)27-14-13-23(20-35-27)31(32,33)34/h5-14,18,20,25,36-37H,3-4,15-17,19H2,1-2H3		R14|R23|	C	
