NO.	compound_name	IUPAC_name	SMILES	CID	logBB	Inchi	reference	group	comments
662	secobarbital	5-[(2r)-pentan-2-yl]-5-prop-2-enyl-1,3-diazinane-2,4,6-trione	CCC[C@@H](C)C1(C(=O)NC(=O)NC1=O)CC=C	31143.0|31143.0|31143.0|31143.0|31143.0|	0.2	InChI=1S/C12H18N2O3/c1-4-6-8(3)12(7-5-2)9(15)13-11(17)14-10(12)16/h5,8H,2,4,6-7H2,1,3H3,(H2,13,14,15,16,17)/t8-/m1/s1	R2|R2|R25|R27|R46|	B	
663	1-pentanol	pentan-1-ol	CCCCCO	6276.0|6276.0|6276.0|6276.0|6276.0|6276.0|6276.0|6276.0|6276.0|6276.0|6276.0|6276.0|6276.0|6276.0|	0.2	InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3	R2|R2|R8|R21|R27|R27|R43|R46|R47|R40|R25|R41|R3|R38|	B	
664	chembl190860	2-[2-[(dimethylamino)methyl]phenyl]sulfanyl-5-fluoroaniline	CN(C)CC1=CC=CC=C1SC2=C(C=C(C=C2)F)N	10265481.0|10265481.0|10265481.0|10265481.0|10265481.0|	0.2	InChI=1S/C15H17FN2S/c1-18(2)10-11-5-3-4-6-14(11)19-15-8-7-12(16)9-13(15)17/h3-9H,10,17H2,1-2H3	R2|R2|R25|R27|R46|	B	
665	schembl10031243	12-methoxy-7-methyl-16-oxa-7-azatetracyclo[11.2.1.05,15.09,14]hexadeca-4,9(14),10,12-tetraen-3-ol	CN1CC2=C3C4C(CC(C=C4C1)O)OC3=C(C=C2)OC	59664531.0|59664531.0|59664531.0|59664531.0|59664531.0|	0.2	InChI=1S/C16H19NO3/c1-17-7-9-3-4-12(19-2)16-15(9)14-10(8-17)5-11(18)6-13(14)20-16/h3-5,11,13-14,18H,6-8H2,1-2H3	R2|R2|R25|R27|R46|	B	
666	ptk-787, vatalanib	n-(4-chlorophenyl)-4-(pyridin-4-ylmethyl)phthalazin-1-amine	C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4	151194.0|151194.0|151194.0|	0.2	InChI=1S/C20H15ClN4/c21-15-5-7-16(8-6-15)23-20-18-4-2-1-3-17(18)19(24-25-20)13-14-9-11-22-12-10-14/h1-12H,13H2,(H,23,25)	R18|R26|R27|	B	
667	(r)-enflurane	(2r)-2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane	[C@@H](C(OC(F)F)(F)F)(F)Cl	11052326.0|11052326.0|	0.2	InChI=1S/C3H2ClF5O/c4-1(5)3(8,9)10-2(6)7/h1-2H/t1-/m0/s1	R5|R48|	B	chemical name corrected
668	7440-01-9	neon	[Ne]	23935.0|23935.0|23935.0|23935.0|23935.0|23935.0|23935.0|	0.2	InChI=1S/Ne	R3|R12|R21|R27|R40|R44|R49|	B	
669	ethyl t-butyl ether	2-ethoxy-2-methylpropane	CCOC(C)(C)C	12512.0|12512.0|12512.0|12512.0|12512.0|12512.0|12512.0|12512.0|12512.0|12512.0|12512.0|12512.0|12512.0|12512.0|	0.22	InChI=1S/C6H14O/c1-5-7-6(2,3)4/h5H2,1-4H3	R2|R2|R3|R8|R21|R25|R27|R27|R38|R40|R41|R43|R46|R47|	B	
670	talsupram	3-(3,3-dimethyl-1-phenyl-2-benzothiophen-1-yl)-n-methylpropan-1-amine	CC1(C2=CC=CC=C2C(S1)(CCCNC)C3=CC=CC=C3)C	33014.0|33014.0|33014.0|33014.0|33014.0|	0.22	InChI=1S/C20H25NS/c1-19(2)17-12-7-8-13-18(17)20(22-19,14-9-15-21-3)16-10-5-4-6-11-16/h4-8,10-13,21H,9,14-15H2,1-3H3	R2|R2|R25|R27|R46|	B	
671	dextromethorphan	(1r,9r,10s)-4-methoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene	CN1CC[C@]23CCCC[C@@H]2[C@H]1CC4=C3C=C(C=C4)OC	6916184.0|6916184.0|6916184.0|6916184.0|6916184.0|	0.22	InChI=1S/C18H25NO/c1-19-10-9-18-8-4-3-5-15(18)17(19)11-13-6-7-14(20-2)12-16(13)18/h6-7,12,15,17H,3-5,8-11H2,1-2H3/t15-,17-,18-/m1/s1	R2|R2|R25|R27|R46|	B	
672	b-066, skb-42	n-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]-1,3-benzoxazol-2-amine	C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4O3	14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|14022499.0|	0.22	InChI=1S/C22H27N3O2/c1-4-13-25(14-5-1)17-18-8-6-9-19(16-18)26-15-7-12-23-22-24-20-10-2-3-11-21(20)27-22/h2-3,6,8-11,16H,1,4-5,7,12-15,17H2,(H,23,24)	R2|R2|R3|R3|R8|R12|R18|R20|R21|R25|R26|R27|R27|R27|R35|R36|R38|R38|R41|R41|R43|R46|R47|R48|R49|R49|R4|R40|	B	
673	scopolamine	(9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl) 3-hydroxy-2-phenylpropanoate	CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4	5184.0|5184.0|5184.0|5184.0|5184.0|5184.0|5184.0|	0.23	InChI=1S/C17H21NO4/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3	R8|R21|R27|R43|R47|R4|R40|	B	
674	scopolamide (scopolamine)	(9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl) (2r)-3-hydroxy-2-phenylpropanoate	CN1C2CC(CC1C3C2O3)OC(=O)[C@@H](CO)C4=CC=CC=C4	24211936.0|24211936.0|24211936.0|24211936.0|24211936.0|	0.23	InChI=1S/C17H21NO4/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3/t11?,12-,13?,14?,15?,16?/m0/s1	R2|R2|R25|R27|R46|	B	
675	compound 14b	n-(2,6-dimethylphenyl)-5-[4-(2-pyrrolidin-1-ylethoxy)phenyl]imidazo[1,5-a]pyrazin-8-amine	CC1=C(C(=CC=C1)C)NC2=NC=C(N3C2=CN=C3)C4=CC=C(C=C4)OCCN5CCCC5	16126744.0|16126744.0|16126744.0|	0.23	InChI=1S/C26H29N5O/c1-19-6-5-7-20(2)25(19)29-26-24-16-27-18-31(24)23(17-28-26)21-8-10-22(11-9-21)32-15-14-30-12-3-4-13-30/h5-11,16-18H,3-4,12-15H2,1-2H3,(H,28,29)	R18|R26|R27|	B	
676	pyrene	pyrene	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	31423.0|31423.0|31423.0|31423.0|31423.0|31423.0|31423.0|31423.0|31423.0|31423.0|31423.0|31423.0|31423.0|31423.0|31423.0|31423.0|31423.0|	0.23	InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H	R2|R2|R3|R8|R18|R21|R25|R26|R27|R27|R27|R38|R40|R41|R43|R46|R47|	B	
677	5-octyl-5-ethyl barbituric acid	5-ethyl-5-octyl-1,3-diazinane-2,4,6-trione	CCCCCCCCC1(C(=O)NC(=O)NC1=O)CC	13755681.0|13755681.0|13755681.0|13755681.0|13755681.0|13755681.0|13755681.0|13755681.0|13755681.0|13755681.0|13755681.0|13755681.0|13755681.0|13755681.0|	0.24	InChI=1S/C14H24N2O3/c1-3-5-6-7-8-9-10-14(4-2)11(17)15-13(19)16-12(14)18/h3-10H2,1-2H3,(H2,15,16,17,18,19)	R2|R2|R8|R27|R21|R27|R43|R46|R47|R40|R3|R38|R25|R41|	B	
678	gr 205171, vofopitant	n-[[2-methoxy-5-[5-(trifluoromethyl)tetrazol-1-yl]phenyl]methyl]-2-phenylpiperidin-3-amine	COC1=C(C=C(C=C1)N2C(=NN=N2)C(F)(F)F)CNC3CCCNC3C4=CC=CC=C4	122033.0|122033.0|122033.0|	0.24	InChI=1S/C21H23F3N6O/c1-31-18-10-9-16(30-20(21(22,23)24)27-28-29-30)12-15(18)13-26-17-8-5-11-25-19(17)14-6-3-2-4-7-14/h2-4,6-7,9-10,12,17,19,25-26H,5,8,11,13H2,1H3	R18|R26|R27|	B	
679	chembl368590	5-[2-(dipropylamino)ethyl]-1,3-dihydroindol-2-one	CCCN(CCC)CCC1=CC2=C(C=C1)NC(=O)C2	44383796.0|44383796.0|44383796.0|44383796.0|44383796.0|	0.25	InChI=1S/C16H24N2O/c1-3-8-18(9-4-2)10-7-13-5-6-15-14(11-13)12-16(19)17-15/h5-6,11H,3-4,7-10,12H2,1-2H3,(H,17,19)	R2|R2|R8|R27|R48|	B	
680	spiperone	8-[4-(4-fluorophenyl)-4-oxobutyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one	C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F	5265.0|5265.0|5265.0|5265.0|5265.0|5265.0|5265.0|5265.0|5265.0|5265.0|5265.0|5265.0|5265.0|5265.0|5265.0|5265.0|	0.26	InChI=1S/C23H26FN3O2/c24-19-10-8-18(9-11-19)21(28)7-4-14-26-15-12-23(13-16-26)22(29)25-17-27(23)20-5-2-1-3-6-20/h1-3,5-6,8-11H,4,7,12-17H2,(H,25,29)	R2|R2|R8|R27|R40|R3|R18|R21|R25|R26|R27|R27|R38|R41|R43|R47|	B	
681	(+)-4-propyl- 3,4,4a,5,6,10b-hexahydro- 2h-naphtho[1,2-b][1,4]oxazin-9-ol	4-propyl-2,3,4a,5,6,10b-hexahydrobenzo[h][1,4]benzoxazin-9-ol	CCCN1CCOC2C1CCC3=C2C=C(C=C3)O	10060538.0|10060538.0|10060538.0|10060538.0|10060538.0|10060538.0|	0.26	InChI=1S/C15H21NO2/c1-2-7-16-8-9-18-15-13-10-12(17)5-3-11(13)4-6-14(15)16/h3,5,10,14-15,17H,2,4,6-9H2,1H3	R2|R2|R20|R25|R27|R46|	B	
682	teflurane	2-bromo-1,1,1,2-tetrafluoroethane	C(C(F)(F)F)(F)Br	31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|31300.0|	0.27	InChI=1S/C2HBrF4/c3-1(4)2(5,6)7/h1H	R41|R3|R38|R40|R11|R11|R12|R17|R21|R22|R25|R27|R32|R33|R35|R36|R39|R43|R44|R46|R47|R49|R2|R2|R8|R27|	B	
683	nsc 350386		Nc1c2c(NC(C)C(c3ccccc3)=N2)cc(CC(OCC)=O)n1	nan|nan|nan|	0.27	InChI=1S/C18H20N4O2/c1-3-24-15(23)10-13-9-14-17(18(19)21-13)22-16(11(2)20-14)12-7-5-4-6-8-12/h4-9,11,20H,3,10H2,1-2H3,(H2,19,21)	R18|R26|R27|	B	
684	ethyl 4-aminobenzoate (benzocaine)	ethyl 4-aminobenzoate	CCOC(=O)C1=CC=C(C=C1)N	2337.0|2337.0|2337.0|2337.0|2337.0|2337.0|2337.0|2337.0|2337.0|2337.0|2337.0|2337.0|2337.0|2337.0|2337.0|	0.27	InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3	R3|R21|R25|R27|R38|R41|R42|R43|R46|R47|R2|R2|R8|R27|R40|	B	
685	lin_train_55	3-bromo-1,1,1,3-tetrafluoropropane	C(C(F)Br)C(F)(F)F	23235109.0|23235109.0|23235109.0|23235109.0|23235109.0|23235109.0|23235109.0|23235109.0|23235109.0|23235109.0|23235109.0|	0.27	InChI=1S/C3H3BrF4/c4-2(5)1-3(6,7)8/h2H,1H2	R12|R21|R25|R27|R46|R47|R2|R2|R8|R27|R40|	B	
686	butyl acetate	butyl acetate	CCCCOC(=O)C	31272.0|31272.0|31272.0|31272.0|31272.0|31272.0|31272.0|31272.0|31272.0|31272.0|31272.0|31272.0|31272.0|31272.0|	0.28	InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3	R25|R41|R3|R38|R40|R2|R2|R8|R21|R27|R27|R43|R46|R47|	B	
687	r82913	6-chloro-11-methyl-10-(3-methylbut-2-enyl)-1,3,10-triazatricyclo[6.4.1.04,13]trideca-4,6,8(13)-triene-2-thione	CC1CN2C3=C(CN1CC=C(C)C)C=C(C=C3NC2=S)Cl	3010454.0|3010454.0|3010454.0|3010454.0|3010454.0|	0.28	InChI=1S/C16H20ClN3S/c1-10(2)4-5-19-9-12-6-13(17)7-14-15(12)20(8-11(19)3)16(21)18-14/h4,6-7,11H,5,8-9H2,1-3H3,(H,18,21)	R2|R2|R25|R27|R46|	B	
688	ondansetron		C1C=NC(C)=C1CC(C2=O)CCc3n(C)c(c4c23)cccc4	nan|nan|nan|	0.28	InChI=1S/C19H20N2O/c1-12-13(9-10-20-12)11-14-7-8-17-18(19(14)22)15-5-3-4-6-16(15)21(17)2/h3-6,10,14H,7-9,11H2,1-2H3	R2|R2|R25|	B	
689	loreclezole	1-[(z)-2-chloro-2-(2,4-dichlorophenyl)ethenyl]-1,2,4-triazole	C1=CC(=C(C=C1Cl)Cl)/C(=C/N2C=NC=N2)/Cl	3034012.0|3034012.0|3034012.0|3034012.0|3034012.0|3034012.0|	0.28	InChI=1S/C10H6Cl3N3/c11-7-1-2-8(9(12)3-7)10(13)4-16-6-14-5-15-16/h1-6H/b10-4-	R2|R2|R25|R27|R46|R47|	B	
690	364079-69-6	2-[3-[4-[2-tert-butyl-6-(trifluoromethyl)pyrimidin-4-yl]piperazin-1-yl]propylsulfanyl]-1h-pyrimidin-6-one	CC(C)(C)C1=NC(=CC(=N1)N2CCN(CC2)CCCSC3=NC=CC(=O)N3)C(F)(F)F	9916104.0|9916104.0|9916104.0|9916104.0|9916104.0|9916104.0|9916104.0|9916104.0|	0.3	InChI=1S/C20H27F3N6OS/c1-19(2,3)17-25-14(20(21,22)23)13-15(26-17)29-10-8-28(9-11-29)7-4-12-31-18-24-6-5-16(30)27-18/h5-6,13H,4,7-12H2,1-3H3,(H,24,27,30)	R25|R47|R4|R2|R2|R8|R27|R40|	B	
691	sb-222200	3-methyl-2-phenyl-n-(1-phenylpropyl)quinoline-4-carboxamide	CCC(C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)C	3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|3946663.0|	0.3	InChI=1S/C26H24N2O/c1-3-22(19-12-6-4-7-13-19)28-26(29)24-18(2)25(20-14-8-5-9-15-20)27-23-17-11-10-16-21(23)24/h4-17,22H,3H2,1-2H3,(H,28,29)	R3|R12|R18|R21|R25|R26|R27|R27|R36|R38|R41|R43|R46|R47|R49|R2|R2|R8|R27|R40|	B	
692	66104-22-1	9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinoline	CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC	4745.0|4745.0|4745.0|4745.0|4745.0|4745.0|4745.0|4745.0|4745.0|4745.0|4745.0|	0.3	InChI=1S/C19H26N2S/c1-3-7-21-11-13(12-22-2)8-16-15-5-4-6-17-19(15)14(10-20-17)9-18(16)21/h4-6,10,13,16,18,20H,3,7-9,11-12H2,1-2H3	R12|R25|R27|R35|R43|R46|R47|R2|R2|R27|R40|	B	
693	pergolide	(6ar,9r,10ar)-9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinoline	CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC	47811.0|47811.0|47811.0|47811.0|47811.0|	0.3	InChI=1S/C19H26N2S/c1-3-7-21-11-13(12-22-2)8-16-15-5-4-6-17-19(15)14(10-20-17)9-18(16)21/h4-6,10,13,16,18,20H,3,7-9,11-12H2,1-2H3/t13-,16-,18-/m1/s1	R5|R21|R39|R50|R8|	B	
694	sb222200	3-methyl-2-phenyl-n-[(1s)-1-phenylpropyl]quinoline-4-carboxamide	CC[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)C	6604009.0|6604009.0|6604009.0|	0.3	InChI=1S/C26H24N2O/c1-3-22(19-12-6-4-7-13-19)28-26(29)24-18(2)25(20-14-8-5-9-15-20)27-23-17-11-10-16-21(23)24/h4-17,22H,3H2,1-2H3,(H,28,29)/t22-/m0/s1	R11|R17|R48|	B	
695	minaprine	4-methyl-n-(2-morpholin-4-ylethyl)-6-phenylpyridazin-3-amine	CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3	4199.0|4199.0|4199.0|	0.3	InChI=1S/C17H22N4O/c1-14-13-16(15-5-3-2-4-6-15)19-20-17(14)18-7-8-21-9-11-22-12-10-21/h2-6,13H,7-12H2,1H3,(H,18,20)	R18|R26|R27|	B	
696	chembl481689	n-[1-[[5-chloro-2-(2-methylpropoxy)phenyl]methyl]-5-methylpyrazol-3-yl]-4-(pyrrolidin-1-ylmethyl)benzamide	CC1=CC(=NN1CC2=C(C=CC(=C2)Cl)OCC(C)C)NC(=O)C3=CC=C(C=C3)CN4CCCC4	24894001.0|24894001.0|24894001.0|	0.3	InChI=1S/C27H33ClN4O2/c1-19(2)18-34-25-11-10-24(28)15-23(25)17-32-20(3)14-26(30-32)29-27(33)22-8-6-21(7-9-22)16-31-12-4-5-13-31/h6-11,14-15,19H,4-5,12-13,16-18H2,1-3H3,(H,29,30,33)	R18|R26|R27|	B	
697	fr260010	n-[3-(4-methylimidazol-1-yl)phenyl]-5,6-dihydrobenzo[h]quinazolin-4-amine	CC1=CN(C=N1)C2=CC=CC(=C2)NC3=NC=NC4=C3CCC5=CC=CC=C54	9968450.0|9968450.0|9968450.0|	0.3	InChI=1S/C22H19N5/c1-15-12-27(14-25-15)18-7-4-6-17(11-18)26-22-20-10-9-16-5-2-3-8-19(16)21(20)23-13-24-22/h2-8,11-14H,9-10H2,1H3,(H,23,24,26)	R18|R26|R27|	B	
698	sevoflurane	1,1,1,3,3,3-hexafluoro-2-(fluoromethoxy)propane	C(OC(C(F)(F)F)C(F)(F)F)F	5206.0|5206.0|5206.0|5206.0|5206.0|5206.0|5206.0|5206.0|5206.0|5206.0|5206.0|5206.0|5206.0|	0.3	InChI=1S/C4H3F7O/c5-1-12-2(3(6,7)8)4(9,10)11/h2H,1H2	R3|R21|R25|R27|R38|R41|R43|R47|R2|R2|R8|R27|R40|	B	
699	riluzole	6-(trifluoromethoxy)-1,3-benzothiazol-2-amine	C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N	5070.0|5070.0|5070.0|	0.3	InChI=1S/C8H5F3N2OS/c9-8(10,11)14-4-1-2-5-6(3-4)15-7(12)13-5/h1-3H,(H2,12,13)	R27|R18|R26|	B	
700	ethylene	ethene	C=C	6325.0|6325.0|6325.0|6325.0|6325.0|6325.0|6325.0|6325.0|6325.0|6325.0|6325.0|	0.3	InChI=1S/C2H4/c1-2/h1-2H2	R3|R25|R38|R41|R40|R2|R2|R8|R27|R43|R46|	B	
701	ar-1d9859	2-butyl-6,7-dimethoxy-3,3a,4,8b-tetrahydro-1h-indeno[1,2-c]pyrrole;hydrochloride	CCCCN1CC2CC3=CC(=C(C=C3C2C1)OC)OC.Cl	6086.0|6086.0|6086.0|6086.0|6086.0|6086.0|6086.0|6086.0|6086.0|6086.0|	0.31	InChI=1S/C17H25NO2/c1-4-5-6-18-10-13-7-12-8-16(19-2)17(20-3)9-14(12)15(13)11-18/h8-9,13,15H,4-7,10-11H2,1-3H3	R8|R21|R27|R2|R2|R25|R27|R43|R46|R47|	B	
702	357-70-0	9-methoxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol	CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O	3449.0|3449.0|3449.0|3449.0|3449.0|3449.0|3449.0|3449.0|3449.0|3449.0|	0.32	InChI=1S/C17H21NO3/c1-18-8-7-17-6-5-12(19)9-14(17)21-16-13(20-2)4-3-11(10-18)15(16)17/h3-6,12,14,19H,7-10H2,1-2H3	R2|R2|R27|R40|R25|R27|R43|R46|R47|R4|	B	
703	galanthamine	(1s,12s,14r)-9-methoxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol	CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O	9651.0|9651.0|	0.32	InChI=1S/C17H21NO3/c1-18-8-7-17-6-5-12(19)9-14(17)21-16-13(20-2)4-3-11(10-18)15(16)17/h3-6,12,14,19H,7-10H2,1-2H3/t12-,14-,17-/m0/s1	R8|R21|	B	
704	163257-88-3		Cc(n1)sc(c12)cc(OC(C)C)c(c2)CNC(CCCN3)C3c4ccccc4	nan|nan|nan|nan|nan|nan|nan|nan|nan|	0.32	InChI=1S/C23H29N3OS/c1-15(2)27-21-13-22-20(26-16(3)28-22)12-18(21)14-25-19-10-7-11-24-23(19)17-8-5-4-6-9-17/h4-6,8-9,12-13,15,19,23-25H,7,10-11,14H2,1-3H3	R2|R2|R8|R27|R40|R4|R25|R46|R47|	B	
705	494-97-3	3-pyrrolidin-2-ylpyridine	C1CC(NC1)C2=CN=CC=C2	412.0|412.0|412.0|412.0|412.0|412.0|	0.32	InChI=1S/C9H12N2/c1-3-8(7-10-5-1)9-4-2-6-11-9/h1,3,5,7,9,11H,2,4,6H2	R8|R40|R21|R27|R43|R4|	B	
706	hydrocodone	(4r,4ar,7ar,12bs)-9-methoxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4	5284569.0|5284569.0|5284569.0|	0.32	InChI=1S/C18H21NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3,6,11-12,17H,4-5,7-9H2,1-2H3/t11-,12+,17-,18-/m0/s1	R18|R26|R27|	B	
707	antihistamine-1	1-[(4-fluorophenyl)methyl]-2-[4-(4-methylpyrazol-1-yl)piperidin-1-yl]benzimidazole	CC1=CN(N=C1)C2CCN(CC2)C3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F	45272895.0|45272895.0|45272895.0|45272895.0|	0.32	InChI=1S/C23H24FN5/c1-17-14-25-29(15-17)20-10-12-27(13-11-20)23-26-21-4-2-3-5-22(21)28(23)16-18-6-8-19(24)9-7-18/h2-9,14-15,20H,10-13,16H2,1H3	R2|R2|R25|R46|	B	
708	4-oh-tiq	1,2,3,4-tetrahydroisoquinolin-4-ol	C1C(C2=CC=CC=C2CN1)O	11744792.0|11744792.0|11744792.0|	0.32	InChI=1S/C9H11NO/c11-9-6-10-5-7-3-1-2-4-8(7)9/h1-4,9-11H,5-6H2	R18|R26|R27|	B	
709	494-97-3	3-[(2s)-pyrrolidin-2-yl]pyridine	C1C[C@H](NC1)C2=CN=CC=C2	91462.0|91462.0|91462.0|91462.0|91462.0|	0.32	InChI=1S/C9H12N2/c1-3-8(7-10-5-1)9-4-2-6-11-9/h1,3,5,7,9,11H,2,4,6H2/t9-/m0/s1	R2|R2|R25|R27|R46|	B	
710	4205-93-0	n-(2,6-dibromophenyl)-4,5-dihydro-1h-imidazol-2-amine	C1CN=C(N1)NC2=C(C=CC=C2Br)Br	10245368.0|10245368.0|10245368.0|10245368.0|10245368.0|10245368.0|10245368.0|10245368.0|10245368.0|10245368.0|10245368.0|10245368.0|	0.33	InChI=1S/C9H9Br2N3/c10-6-2-1-3-7(11)8(6)14-9-12-4-5-13-9/h1-3H,4-5H2,(H2,12,13,14)	R2|R2|R25|R27|R46|R47|R4|R2|R2|R8|R27|R40|	B	
711	1.1.1.2-tetrachloroethane	1,1,1,2-tetrachloroethane	C(C(Cl)(Cl)Cl)Cl	12418.0|12418.0|12418.0|12418.0|12418.0|12418.0|12418.0|12418.0|12418.0|12418.0|12418.0|12418.0|12418.0|12418.0|	0.33	InChI=1S/C2H2Cl4/c3-1-2(4,5)6/h1H2	R3|R21|R25|R27|R38|R41|R43|R46|R47|R2|R2|R8|R27|R40|	B	
712	lidocaine	2-(diethylamino)-n-(2,6-dimethylphenyl)acetamide	CCN(CC)CC(=O)NC1=C(C=CC=C1C)C	3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|3676.0|	0.34	InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)	R2|R2|R3|R8|R18|R21|R25|R26|R27|R27|R27|R38|R41|R42|R43|R46|R47|R40|	B	
713	lin_train_45	3-bromo-3-chloro-1,1,1-trifluoropropane	C(C(Cl)Br)C(F)(F)F	18356503.0|18356503.0|18356503.0|18356503.0|18356503.0|18356503.0|18356503.0|18356503.0|18356503.0|18356503.0|18356503.0|18356503.0|	0.35	InChI=1S/C3H3BrClF3/c4-2(5)1-3(6,7)8/h2H,1H2	R2|R2|R8|R27|R40|R12|R21|R25|R27|R43|R46|R47|	B	
714	4-bromo-4-chloro-1,1,1- trifluoro-butane		FC(F)(F)CCC(Cl)Br	nan|nan|nan|nan|nan|	0.35	InChI=1S/C4H5BrClF3/c5-3(6)1-2-4(7,8)9/h3H,1-2H2	R2|R2|R25|R27|R46|	B	
715	5-hexyl-5-ethyl barbituric acid	5-ethyl-5-hexyl-1,3-diazinane-2,4,6-trione	CCCCCCC1(C(=O)NC(=O)NC1=O)CC	8942.0|8942.0|8942.0|8942.0|8942.0|8942.0|8942.0|8942.0|8942.0|8942.0|8942.0|8942.0|8942.0|8942.0|	0.36	InChI=1S/C12H20N2O3/c1-3-5-6-7-8-12(4-2)9(15)13-11(17)14-10(12)16/h3-8H2,1-2H3,(H2,13,14,15,16,17)	R21|R27|R43|R46|R47|R2|R2|R8|R27|R40|R3|R38|R25|R41|	B	
716	nsc 269416	ethyl n-[5-amino-3-[(4-methoxy-n-methylanilino)methyl]-1,2-dihydropyrido[3,4-b]pyrazin-7-yl]carbamate	CCOC(=O)NC1=NC(=C2C(=C1)NCC(=N2)CN(C)C3=CC=C(C=C3)OC)N	320742.0|320742.0|320742.0|	0.36	InChI=1S/C19H24N6O3/c1-4-28-19(26)24-16-9-15-17(18(20)23-16)22-12(10-21-15)11-25(2)13-5-7-14(27-3)8-6-13/h5-9,21H,4,10-11H2,1-3H3,(H3,20,23,24,26)	R18|R26|R27|	B	
717	tert-butylmethylether	2-methoxy-2-methylpropane	CC(C)(C)OC	15413.0|15413.0|15413.0|15413.0|15413.0|15413.0|15413.0|15413.0|15413.0|15413.0|15413.0|15413.0|15413.0|	0.36	InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3	R3|R21|R25|R27|R38|R41|R46|R47|R2|R2|R8|R27|R40|	B	
